Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18789,Sanctuary,William Faulkner,"Faulkner, William",,"=""0679748148""","=""9780679748144""",0,3.63,Vintage,Paperback,317,1993,1931,,2023/06/14,"to-read, gilmore-girls","to-read (#278), gilmore-girls (#279)",to-read,,,,0,0
40200,The Crimson Petal and the White,Michel Faber,"Faber, Michel",,"=""1841954314""","=""9781841954318""",0,3.88,Canongate Books,Paperback,922,2003,2002,,2023/06/14,"to-read, gilmore-girls","to-read (#279), gilmore-girls (#280)",to-read,,,,0,0
778639,Robert's Rules of Order,Henry Martyn Robert,"Robert, Henry Martyn","William J. Evans, Daniel H. Honemann","=""0738203076""","=""9780738203072""",0,3.92,PublicAffairs,Paperback,704,2000,1876,,2023/06/14,"to-read, gilmore-girls","to-read (#280), gilmore-girls (#281)",to-read,,,,0,0
30594,"Speak, Memory",Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,4.07,Penguin,Paperback,255,2000,1966,,2023/06/14,"to-read, gilmore-girls","to-read (#281), gilmore-girls (#282)",to-read,,,,0,0
893023,The Mojo Collection: The Greatest Albums of All Time... and How They Happened,Jim Irvin,"Irvin, Jim",,"=""1841954381""","=""9781841954387""",0,4.04,Canongate U.S.,Paperback,868,2003,2001,,2023/06/14,"to-read, gilmore-girls","to-read (#277), gilmore-girls (#278)",to-read,,,,0,0
113720,"The Price of Loyalty: George W. Bush, the White House, and the Education of Paul O'Neill",Ron Suskind,"Suskind, Ron",,"=""0743255461""","=""9780743255462""",0,3.81,Simon  Schuster,Paperback,432,2004,2004,,2023/06/14,"to-read, gilmore-girls","to-read (#271), gilmore-girls (#272)",to-read,,,,0,0
253264,Inherit the Wind: The Powerful Courtroom Drama in which Two Men Wage the Legal War of the Century,Jerome Lawrence,"Lawrence, Jerome",Robert E.  Lee,"=""0345501039""","=""9780345501035""",0,3.93,Ballantine Books,Paperback,129,2007,1955,,2023/06/14,"to-read, gilmore-girls","to-read (#272), gilmore-girls (#273)",to-read,,,,0,0
2036549,The Holy Barbarians,Lawrence Lipton,"Lipton, Lawrence",,"=""""","=""""",0,3.65,Grove Press,,318,1962,1959,,2023/06/14,"to-read, gilmore-girls","to-read (#273), gilmore-girls (#274)",to-read,,,,0,0
733768,The Song of Names,Norman Lebrecht,"Lebrecht, Norman",,"=""1400034892""","=""9781400034895""",0,3.62,Anchor,Paperback,311,2004,2002,,2023/06/14,"to-read, gilmore-girls","to-read (#274), gilmore-girls (#275)",to-read,,,,0,0
179512,Bitch: In Praise of Difficult Women,Elizabeth Wurtzel,"Wurtzel, Elizabeth",,"=""0385484011""","=""9780385484015""",0,3.37,Anchor,Paperback,436,1999,1998,,2023/06/14,"to-read, gilmore-girls","to-read (#275), gilmore-girls (#276)",to-read,,,,0,0
24213,Alice's Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","Martin Gardner, John Tenniel","=""0451527747""","=""9780451527745""",0,4.06,Penguin Group (USA),Paperback,239,2000,1871,,2023/06/14,"to-read, gilmore-girls","to-read (#276), gilmore-girls (#277)",to-read,,,,0,0
10327877,Brigadoon: Libretto (Faber Edition),Alan Jay Lerner,"Lerner, Alan Jay",Frederick Loewe,"=""057153130X""","=""9780571531301""",0,3.84,Alfred Music,Paperback,999,2009,1947,,2023/06/14,"to-read, gilmore-girls","to-read (#267), gilmore-girls (#268)",to-read,,,,0,0
18723,Brick Lane,Monica Ali,"Ali, Monica",,"=""0743243315""","=""9780743243315""",0,3.45,Scribner,Paperback,448,2004,2003,,2023/06/14,"to-read, gilmore-girls","to-read (#268), gilmore-girls (#269)",to-read,,,,0,0
452589,George W. Bushisms: The Slate Book of Accidental Wit and Wisdom of Our 43rd President,Jacob Weisberg,"Weisberg, Jacob",,"=""0743222229""","=""9780743222228""",0,3.46,Gallery Books,Paperback,96,2001,2001,,2023/06/14,"to-read, gilmore-girls","to-read (#266), gilmore-girls (#267)",to-read,,,,0,0
35276743,Damselfly,Chandra Prasad,"Prasad, Chandra",,"=""0545907926""","=""9780545907927""",0,3.39,Scholastic Press,Hardcover,240,2018,2018,,2023/06/14,"to-read, gilmore-girls","to-read (#269), gilmore-girls (#270)",to-read,,,,0,0
22605080,Roman Fever,Edith Wharton,"Wharton, Edith",,"=""""","=""""",0,4.03,HarperPerennial Classics,Kindle Edition,25,2014,1934,,2023/06/14,"to-read, gilmore-girls","to-read (#270), gilmore-girls (#271)",to-read,,,,0,0
272546,The Peace of Nicias and the Sicilian Expedition (Peloponnesian War),Donald Kagan,"Kagan, Donald",,"=""0801499402""","=""9780801499401""",0,4.26,Cornell University Press,Paperback,400,1991,1981,,2023/06/14,"to-read, gilmore-girls","to-read (#260), gilmore-girls (#261)",to-read,,,,0,0
92295,"Selected Letters, 1913-1965",tim--editor page,"page, tim--editor",,"=""0805065059""","=""9780805065053""",0,3.80,owl books-1999,Paperback,373,1999,1999,,2023/06/14,"to-read, gilmore-girls","to-read (#261), gilmore-girls (#262)",to-read,,,,0,0
18885108,The Scarecrow of Oz (Oz #9),L. Frank Baum,"Baum, L. Frank",,"=""""","=""""",0,3.80,,Kindle Edition,180,2012,1915,,2023/06/14,"to-read, gilmore-girls","to-read (#262), gilmore-girls (#263)",to-read,,,,0,0
572268,The Vanishing Newspaper: Saving Journalism in the Information Age,Philip N. Meyer,"Meyer, Philip N.",,"=""0826215688""","=""9780826215680""",0,3.60,University of Missouri,Paperback,264,2006,2004,,2023/06/14,"to-read, gilmore-girls","to-read (#263), gilmore-girls (#264)",to-read,,,,0,0
638430,Pigs at the Trough: How Corporate Greed and Political Corruption Are Undermining America,Arianna Huffington,"Huffington, Arianna",,"=""1400051266""","=""9781400051267""",0,3.60,Crown,Paperback,304,2004,2003,,2023/06/14,"to-read, gilmore-girls","to-read (#265), gilmore-girls (#266)",to-read,,,,0,0
20642376,The History of the Decline and Fall of the Roman,Edward Gibbon,"Gibbon, Edward",,"=""""","=""""",0,4.01,Thomas Nelson and Peter Brown,Unknown Binding,,1832,1776,,2023/06/14,"to-read, gilmore-girls","to-read (#264), gilmore-girls (#265)",to-read,,,,0,0
10387214,The art of fiction,Walter Besant,"Besant, Walter",Henry James,"=""1172438099""","=""9781172438099""",0,3.66,Nabu Press,Paperback,96,2010,1884,,2023/06/14,"to-read, gilmore-girls","to-read (#255), gilmore-girls (#256)",to-read,,,,0,0
309942,My Lai 4: A Report on the Massacre and Its Aftermath,Seymour M. Hersh,"Hersh, Seymour M.",,"=""0394714504""","=""9780394714509""",0,3.79,Random House Trade,Hardcover,210,1983,1970,,2023/06/14,"to-read, gilmore-girls","to-read (#256), gilmore-girls (#257)",to-read,,,,0,0
4261,Songbook,Nick Hornby,"Hornby, Nick",,"=""1573223565""","=""9781573223560""",0,3.56,Riverhead Books,Paperback,207,2003,2002,,2023/06/14,"to-read, gilmore-girls","to-read (#257), gilmore-girls (#258)",to-read,,,,0,0
200883,Backlash: The Undeclared War Against American Women,Susan Faludi,"Faludi, Susan",,"=""0307345424""","=""9780307345424""",0,4.03,Crown,Paperback,608,2006,1991,,2023/06/14,"to-read, gilmore-girls","to-read (#258), gilmore-girls (#259)",to-read,,,,0,0
19904133,"Henry IV, Part II (The RSC Shakespeare)",William Shakespeare,"Shakespeare, William","Jonathan Bate, Eric Rasmussen","=""""","=""""",0,3.77,Palgrave Macmillan,Kindle Edition,240,2009,1598,,2023/06/14,"to-read, gilmore-girls","to-read (#259), gilmore-girls (#260)",to-read,,,,0,0
70292,Hockey For Dummies,John  Davidson,"Davidson, John",John Steinbreder,"=""0764552287""","=""9780764552281""",0,3.57,For Dummies,Paperback,384,2000,1997,,2023/06/14,"to-read, gilmore-girls","to-read (#251), gilmore-girls (#252)",to-read,,,,0,0
4631,A Moveable Feast,Ernest Hemingway,"Hemingway, Ernest",James Naughton,"=""""","=""""",0,4.02,Vintage,Paperback,192,2012,1964,,2023/06/14,"to-read, gilmore-girls","to-read (#252), gilmore-girls (#253)",to-read,,,,0,0
23577,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,"Franken, Al",,"=""0452285216""","=""9780452285217""",0,3.82,Plume,Paperback,421,2004,2003,,2023/06/14,"to-read, gilmore-girls","to-read (#253), gilmore-girls (#254)",to-read,,,,0,0
11013,Finnegans Wake,James Joyce,"Joyce, James",,"=""0571217354""","=""9780571217359""",0,3.68,Faber & Faber,Paperback,628,2002,1939,,2023/06/14,"to-read, gilmore-girls","to-read (#254), gilmore-girls (#255)",to-read,,,,0,0
1409344,Driving Miss Daisy,Alfred Uhry,"Uhry, Alfred",,"=""0930452895""","=""9780930452896""",0,4.25,Theatre Communications Group,Paperback,80,1993,1987,,2023/06/14,"to-read, gilmore-girls","to-read (#249), gilmore-girls (#250)",to-read,,,,0,0
114496,"The Manticore (The Deptford Trilogy, #2)",Robertson Davies,"Davies, Robertson","Kelly Link, Michael Dirda","=""014303913X""","=""9780143039136""",0,4.02,Penguin Classics,Paperback,304,2006,1972,,2023/06/14,"to-read, gilmore-girls","to-read (#250), gilmore-girls (#251)",to-read,,,,0,0
21266,Rick Steves' Europe Through the Back Door,Rick Steves,"Steves, Rick",,"=""1566918081""","=""9781566918084""",0,4.27,Avalon Travel,Paperback,808,2017,1982,,2023/06/14,"to-read, gilmore-girls","to-read (#243), gilmore-girls (#244)",to-read,,,,0,0
7944648,House of Sand and Fog,Andre Dubus III,"III, Andre Dubus",,"=""0393338118""","=""9780393338119""",0,3.86,W. W. Norton & Company,Paperback,384,2011,1999,,2023/06/14,"to-read, gilmore-girls","to-read (#244), gilmore-girls (#245)",to-read,,,,0,0
4630,To Have and Have Not (Scribner Classics),Ernest Hemingway,"Hemingway, Ernest",,"=""0684859238""","=""9780684859231""",0,3.53,Scribner,Hardcover,176,1999,1937,,2023/06/14,"to-read, gilmore-girls","to-read (#245), gilmore-girls (#246)",to-read,,,,0,0
59144,Cousin Bette,Honoré de Balzac,"Balzac, Honoré de","Francine Prose, Kathleen Raine","=""0375759077""","=""9780375759079""",0,3.85,Modern Library,Paperback,496,2002,1846,,2023/06/14,"to-read, gilmore-girls","to-read (#246), gilmore-girls (#247)",to-read,,,,0,0
12335,Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,"Milford, Nancy",,"=""0375760814""","=""9780375760815""",0,3.91,Random House Trade Paperbacks,Paperback,608,2002,2001,,2023/06/14,"to-read, gilmore-girls","to-read (#247), gilmore-girls (#248)",to-read,,,,0,0
44453,Complete Stories (Penguin Classics),Dorothy Parker,"Parker, Dorothy","Regina Barreca, Colleen Bresse","=""0142437212""","=""9780142437216""",0,4.13,Penguin Classics,Paperback,447,2002,1924,,2023/06/14,"to-read, gilmore-girls","to-read (#248), gilmore-girls (#249)",to-read,,,,0,0
7986410,Bambi,Walt Disney Company,"Company, Walt Disney",Felix Salten,"=""""","=""""",0,4.26,A Little Golden Book,Hardcover,20,2008,1942,,2023/06/14,"to-read, gilmore-girls","to-read (#239), gilmore-girls (#240)",to-read,,,,0,0
300841,A Mencken Chrestomathy,H.L. Mencken,"Mencken, H.L.",,"=""0394752090""","=""9780394752099""",0,3.95,Vintage,Paperback,627,1982,1949,,2023/06/14,"to-read, gilmore-girls","to-read (#240), gilmore-girls (#241)",to-read,,,,0,0
63461,Terms of Endearment,Larry McMurtry,"McMurtry, Larry",,"=""075283455X""","=""9780752834559""",0,4.14,Orion Paperbacks,Paperback,416,2000,1975,,2023/06/14,"to-read, gilmore-girls","to-read (#241), gilmore-girls (#242)",to-read,,,,0,0
91440,"Love Medicine (Love Medicine, #1)",Louise Erdrich,"Erdrich, Louise",,"=""0060786469""","=""9780060786465""",0,4.01,Harper Perennial Modern Classics,Paperback,367,2005,1984,,2023/06/14,"to-read, gilmore-girls","to-read (#242), gilmore-girls (#243)",to-read,,,,0,0
93134,The Mysteries of Udolpho,Ann Radcliffe,"Radcliffe, Ann",Jacqueline Howard,"=""0140437592""","=""9780140437591""",0,3.40,Penguin Classics,Paperback,654,2001,1794,,2023/06/14,"to-read, gilmore-girls","to-read (#234), gilmore-girls (#235)",to-read,,,,0,0
25378,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss,"Strauss, Neil","Vince Neil, Nikki Sixx, Mick Mars, Tommy Lee","=""0060989157""","=""9780060989156""",0,4.13,HCP US (PG UK),Paperback,431,2002,2001,,2023/06/14,"to-read, gilmore-girls","to-read (#235), gilmore-girls (#236)",to-read,,,,0,0
39664,Rita Hayworth and Shawshank Redemption,Stephen King,"King, Stephen",,"=""0896214400""","=""9780896214408""",0,4.51,Thorndike Press,Hardcover,181,1982,1982,,2023/06/14,"to-read, gilmore-girls","to-read (#236), gilmore-girls (#237)",to-read,,,,0,0
424597,"Emily the Strange (Emily the Strange Graphic Novels, #1)",Rob Reger,"Reger, Rob","Buzz Parker, Brian Brooks","=""0811831477""","=""9780811831475""",0,3.70,Chronicle Books,Hardcover,64,2001,2001,,2023/06/14,"to-read, gilmore-girls","to-read (#237), gilmore-girls (#238)",to-read,,,,0,0
96123,All the President's Men,Carl Bernstein,"Bernstein, Carl",Bob Woodward,"=""1416522913""","=""9781416522911""",0,4.17,Pocket Books,Mass Market Paperback,480,2005,1974,,2023/06/14,"to-read, gilmore-girls","to-read (#238), gilmore-girls (#239)",to-read,,,,0,0
228560,Sophie's Choice,William Styron,"Styron, William",,"=""0679736379""","=""9780679736370""",0,4.17,Vintage Books,Paperback,562,1992,1979,,2023/06/14,"to-read, gilmore-girls","to-read (#233), gilmore-girls (#234)",to-read,,,,0,0
6295,Howl and Other Poems,Allen Ginsberg,"Ginsberg, Allen",,"=""0872863107""","=""9780872863101""",0,4.13,City Lights,Hardcover,56,2001,1956,,2023/06/14,"to-read, gilmore-girls","to-read (#228), gilmore-girls (#229)",to-read,,,,0,0
12577,The Collected Stories,Eudora Welty,"Welty, Eudora",,"=""0156189216""","=""9780156189217""",0,4.21,Harcourt Brace,Paperback,622,1982,1980,,2023/06/14,"to-read, gilmore-girls","to-read (#229), gilmore-girls (#230)",to-read,,,,0,0
217073,"Novels, 1944-1962: My Home is Far Away / The Locusts Have No King / The Wicked Pavilion / The Golden Spur",Dawn Powell,"Powell, Dawn",,"=""1931082022""","=""9781931082020""",0,4.11,Library of America,Hardcover,969,2001,2001,,2023/06/14,"to-read, gilmore-girls","to-read (#230), gilmore-girls (#231)",to-read,,,,0,0
858313,The Children's Hour,Lillian Hellman,"Hellman, Lillian",,"=""0822202050""","=""9780822202059""",0,3.96,"Dramatists Play Service, Inc.",Paperback,75,1953,1934,,2023/06/14,"to-read, gilmore-girls","to-read (#231), gilmore-girls (#232)",to-read,,,,0,0
7442,The Electric Kool-Aid Acid Test,Tom Wolfe,"Wolfe, Tom",,"=""0553380648""","=""9780553380644""",0,3.92,Bantam,Paperback,416,1999,1968,,2023/06/14,"to-read, gilmore-girls","to-read (#232), gilmore-girls (#233)",to-read,,,,0,0
5246,Ethan Frome,Edith Wharton,"Wharton, Edith","Anita Shreve, Elizabeth Ammons","=""""","=""""",0,3.43,Penguin Classics,Paperback,99,2005,1911,,2023/06/14,"to-read, gilmore-girls","to-read (#226), gilmore-girls (#227)",to-read,,,,0,0
7628,The Good Soldier,Ford Madox Ford,"Ford, Ford Madox","Kenneth Womack, William Baker, Mark Oxford","=""1551113813""","=""9781551113814""",0,3.69,Broadview Press,Paperback,368,2003,1915,,2023/06/14,"to-read, gilmore-girls","to-read (#227), gilmore-girls (#228)",to-read,,,,0,0
50039,I'm with the Band: Confessions of a Groupie,Pamela Des Barres,"Barres, Pamela Des",Dave Navarro,"=""1556525893""","=""9781556525896""",0,3.69,Chicago Review Press,Paperback,320,2005,1987,,2023/06/14,"to-read, gilmore-girls","to-read (#222), gilmore-girls (#223)",to-read,,,,0,0
764073,When the Emperor Was Divine,Julie Otsuka,"Otsuka, Julie",,"=""""","=""""",0,3.79,Anchor,Paperback,144,2003,2003,,2023/06/14,"to-read, gilmore-girls","to-read (#223), gilmore-girls (#224)",to-read,,,,0,0
92286,"Novels, 1930-1942: Dance Night / Come Back to Sorrento / Turn, Magic Wheel / Angels on Toast / A Time to Be Born",Dawn Powell,"Powell, Dawn",,"=""1931082014""","=""9781931082013""",0,3.72,Library of America,Hardcover,1068,2001,1930,,2023/06/14,"to-read, gilmore-girls","to-read (#224), gilmore-girls (#225)",to-read,,,,0,0
97331,The Opposite of Fate: Memories of a Writing Life,Amy Tan,"Tan, Amy",,"=""0142004898""","=""9780142004890""",0,3.94,Penguin Books,Paperback,398,2004,2003,,2023/06/14,"to-read, gilmore-girls","to-read (#225), gilmore-girls (#226)",to-read,,,,0,0
111723,Pushkin: A Biography,T.J. Binyon,"Binyon, T.J.",,"=""1400076528""","=""9781400076529""",0,3.79,Vintage,Paperback,784,2004,2002,,2023/06/14,"to-read, gilmore-girls","to-read (#219), gilmore-girls (#220)",to-read,,,,0,0
31196,The Razor's Edge,W. Somerset Maugham,"Maugham, W. Somerset",,"=""1400034205""","=""9781400034208""",0,4.19,Vintage International,Paperback,314,2003,1944,,2023/06/14,"to-read, gilmore-girls","to-read (#220), gilmore-girls (#221)",to-read,,,,0,0
479740,The Archidamian War,Donald Kagan,"Kagan, Donald",,"=""0801497140""","=""9780801497148""",0,3.75,Cornell University Press,Paperback,400,1990,1974,,2023/06/14,"to-read, gilmore-girls","to-read (#221), gilmore-girls (#222)",to-read,,,,0,0
142079,"S is for Silence (Kinsey Millhone, #19)",Sue Grafton,"Grafton, Sue",,"=""0425212696""","=""9780425212691""",0,3.95,Berkley,Mass Market Paperback,352,2006,2005,,2023/06/14,"to-read, gilmore-girls","to-read (#217), gilmore-girls (#218)",to-read,,,,0,0
31250,Little Dorrit,Charles Dickens,"Dickens, Charles","Stephen J. Wall, Helen Small","=""""","=""""",0,4.00,Penguin Classics,Paperback,1021,2003,1857,,2023/06/14,"to-read, gilmore-girls","to-read (#218), gilmore-girls (#219)",to-read,,,,0,0
37526,Henry V,William Shakespeare,"Shakespeare, William","Michael Neill, Paul Werstine, Barbara A. Mowat","=""0743484878""","=""9780743484879""",0,3.86,Washington Square Press,Paperback,294,2004,1599,,2023/06/14,"to-read, gilmore-girls","to-read (#214), gilmore-girls (#215)",to-read,,,,0,0
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",0,4.05,Knopf,Hardcover,315,2012,2012,,2023/06/14,"to-read, gilmore-girls","to-read (#215), gilmore-girls (#216)",to-read,,,,0,0
782854,Eloise,Kay Thompson,"Thompson, Kay",Hilary Knight,"=""067122350X""","=""9780671223502""",0,4.17,Simon & Schuster Books for Young Readers,Hardcover,65,1969,1955,,2023/06/14,"to-read, gilmore-girls","to-read (#216), gilmore-girls (#217)",to-read,,,,0,0
20746724,Snow White and Rose Red,Jacob Grimm,"Grimm, Jacob",,"=""""","=""""",0,3.74,,Kindle Edition,9,2012,1827,,2023/06/14,"to-read, gilmore-girls","to-read (#211), gilmore-girls (#212)",to-read,,,,0,0
56073,Living History,Hillary Rodham Clinton,"Clinton, Hillary Rodham",,"=""0743222253""","=""9780743222259""",0,3.75,Scribner,Paperback,567,2004,2003,,2023/06/14,"to-read, gilmore-girls","to-read (#212), gilmore-girls (#213)",to-read,,,,0,0
110763,The Gnostic Gospels,Elaine Pagels,"Pagels, Elaine",,"=""0679724532""","=""9780679724537""",0,3.93,Vintage,Paperback,218,1989,1979,,2023/06/14,"to-read, gilmore-girls","to-read (#213), gilmore-girls (#214)",to-read,,,,0,0
880633,Yoga for dummies,Larry Payne,"Payne, Larry",Larry Payne,"=""0764551175""","=""9780764551178""",0,3.72,John Wiley,Paperback,390,1999,,,2023/06/14,"to-read, gilmore-girls","to-read (#208), gilmore-girls (#209)",to-read,,,,0,0
697542,"Nervous System: Or, Losing My Mind in Literature",Jan Lars Jensen,"Jensen, Jan Lars",,"=""0786715626""","=""9780786715626""",0,3.59,Carroll & Graf Pub,Paperback,273,2005,2004,,2023/06/14,"to-read, gilmore-girls","to-read (#209), gilmore-girls (#210)",to-read,,,,0,0
17529,Rebecca of Sunnybrook Farm,Kate Douglas Wiggin,"Wiggin, Kate Douglas",,"=""1598183605""","=""9781598183603""",0,3.87,Aegypan,Hardcover,184,2006,1903,,2023/06/14,"to-read, gilmore-girls","to-read (#210), gilmore-girls (#211)",to-read,,,,0,0
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0375725784""","=""9780375725784""",0,3.69,Vintage,Paperback,437,2001,2000,,2023/06/14,"to-read, gilmore-girls","to-read (#206), gilmore-girls (#207)",to-read,,,,0,0
16200,Ella Minnow Pea: A Novel in Letters,Mark Dunn,"Dunn, Mark",,"=""0385722435""","=""9780385722438""",0,3.91,Anchor,Paperback,208,2002,2001,,2023/06/14,"to-read, gilmore-girls","to-read (#207), gilmore-girls (#208)",to-read,,,,0,0
67920,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,"Schreiber, Flora Rheta",,"=""0446359408""","=""9780446359405""",0,3.98,Grand Central Publishing,Mass Market Paperback,481,1989,1973,,2023/06/14,"to-read, gilmore-girls","to-read (#202), gilmore-girls (#203)",to-read,,,,0,0
47975,How to Breathe Underwater,Julie Orringer,"Orringer, Julie",,"=""1400034361""","=""9781400034369""",0,3.96,Vintage,Paperback,226,2005,2003,,2023/06/14,"to-read, gilmore-girls","to-read (#203), gilmore-girls (#204)",to-read,,,,0,0
71047,"The Graduate (The Graduate, #1)",Charles Webb,"Webb, Charles",,"=""0743456459""","=""9780743456456""",0,3.38,Washington Square Press,Paperback,272,2002,1963,,2023/06/14,"to-read, gilmore-girls","to-read (#204), gilmore-girls (#205)",to-read,,,,0,0
99944,The Bhagavad Gita,Krishna-Dwaipayana Vyasa,"Vyasa, Krishna-Dwaipayana","Juan Mascaró, Simon Brodbeck","=""0140449183""","=""9780140449181""",0,4.17,Penguin,Paperback,160,2003,-400,,2023/06/14,"to-read, gilmore-girls","to-read (#205), gilmore-girls (#206)",to-read,,,,0,0
108128,New Poems of Emily Dickinson,Emily Dickinson,"Dickinson, Emily","William H. Shurr, Anna Dunlap, Emily Grey Shurr","=""0807844160""","=""9780807844168""",0,4.08,The University of North Carolina Press,Paperback,136,1993,1993,,2023/06/14,"to-read, gilmore-girls","to-read (#200), gilmore-girls (#201)",to-read,,,,0,0
162898,A Connecticut Yankee in King Arthur's Court,Mark Twain,"Twain, Mark",,"=""""","=""""",0,3.77,Simon & Schuster,Paperback,480,2007,1889,,2023/06/14,"to-read, gilmore-girls","to-read (#201), gilmore-girls (#202)",to-read,,,,0,0
9858081,"The Code of the Woosters (Jeeves, #7)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""0393339815""","=""9780393339819""",0,4.32,W. W. Norton & Company,Paperback,272,2011,1938,,2023/06/14,"to-read, gilmore-girls","to-read (#195), gilmore-girls (#196)",to-read,,,,0,0
256566,Everything is Illuminated,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0060529709""","=""9780060529703""",0,3.89,Harper Perennial,Paperback,276,2003,2002,,2023/06/14,"to-read, gilmore-girls","to-read (#196), gilmore-girls (#197)",to-read,,,,0,0
22327,The Miracle Worker: A Play,William  Gibson,"Gibson, William",,"=""0743457587""","=""9780743457583""",0,4.20,Pocket,Mass Market Paperback,120,2002,1956,,2023/06/14,"to-read, gilmore-girls","to-read (#197), gilmore-girls (#198)",to-read,,,,0,0
789344,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",Donald J. Sobol,"Sobol, Donald J.",,"=""0553157248""","=""9780553157246""",0,4.05,Yearling,Paperback,128,1985,1963,,2023/06/14,"to-read, gilmore-girls","to-read (#198), gilmore-girls (#199)",to-read,,,,0,0
47730,The Complete Poems,Anne Sexton,"Sexton, Anne",,"=""0395957761""","=""9780395957769""",0,4.28,Mariner Books,Paperback,622,1999,1981,,2023/06/14,"to-read, gilmore-girls","to-read (#199), gilmore-girls (#200)",to-read,,,,0,0
95141,The Kitchen Boy: A Novel of the Last Tsar,Robert Alexander,"Alexander, Robert",,"=""0142003816""","=""9780142003817""",0,3.91,Penguin Books,Paperback,229,2004,2003,,2023/06/14,"to-read, gilmore-girls","to-read (#192), gilmore-girls (#193)",to-read,,,,0,0
8744427,Howl,Allen Ginsberg,"Ginsberg, Allen",Eric Drooker,"=""0062015176""","=""9780062015174""",0,4.09,Harper Perennial,Paperback,223,2010,1956,,2023/06/14,"to-read, gilmore-girls","to-read (#193), gilmore-girls (#194)",to-read,,,,0,0
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.07,Vintage Books,Paperback,204,1998,1971,,2023/06/14,"to-read, gilmore-girls","to-read (#194), gilmore-girls (#195)",to-read,,,,0,0
31244,Our Mutual Friend,Charles Dickens,"Dickens, Charles",Richard Gaughan,"=""0375761144""","=""9780375761140""",0,4.09,Modern Library,Paperback,801,2002,1865,,2023/06/14,"to-read, gilmore-girls","to-read (#190), gilmore-girls (#191)",to-read,,,,0,0
64862,"R is for Ricochet (Kinsey Millhone, #18)",Sue Grafton,"Grafton, Sue",,"=""0425203867""","=""9780425203866""",0,3.97,G.P. Putnam's Sons,Mass Market Paperback,363,2005,2004,,2023/06/14,"to-read, gilmore-girls","to-read (#191), gilmore-girls (#192)",to-read,,,,0,0
